"•ÈÀ""Data Source""",World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,10/16/19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Comoros,COM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,29.37529273,29.375492,29.37683988,29.37551356,29.37648692,29.3762234,29.37623465,29.376565,29.3759771,29.37585488,29.37590835,29.37656194,29.37653842,29.37584803,29.37626966,29.37647067,29.37611056,29.375999,29.37584348,29.37635894,29.37631994,29.37628658,29.37601242,29.37612727,29.37601992,29.37627389,29.37634063,28.95664626,29.13891501,30.0330064,30.4160595,30.56422084,30.17296341,30.78986256,30.01153359,30.03278344,29.64062984,29.93875345,
Cabo Verde,CPV,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,18.5600465,15.77264812,12.58012028,12.05682004,11.85648906,12.98960838,13.63127287,17.64634416,17.69673267,16.21087187,14.39070453,13.39300681,11.79420025,10.13642607,12.85895303,13.68056848,12.44848107,11.68065177,10.94724964,13.64336994,12.8717827,11.41576602,10.35147125,10.14369825,9.863467719,9.001187323,8.318712135,8.517737666,7.751864576,8.319046096,7.989777332,7.84317609,8.446544468,8.279068071,8.015767498,8.737394762,7.995741096,5.994890583,4.725272366
Costa Rica,CRI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,26.35203451,25.86624173,25.8268969,24.46389466,24.56903447,23.52042645,23.1811409,23.20075912,23.27813259,23.14996511,22.519734,20.42454899,20.09420872,20.22750511,19.41932716,20.33847887,20.37619223,21.8854801,20.41372629,18.50140494,17.80463914,23.01905144,24.49471891,21.99746354,21.20790696,18.86663184,20.89773959,18.07063775,17.94864683,17.22039385,15.78742116,11.99000333,11.94961417,11.88474446,12.38393245,12.83028883,12.1651406,12.56537822,12.68091797,11.15605732,9.288489346,8.412610748,8.465549304,8.87901972,8.891412836,8.662166955,8.471904593,7.956961705,7.019993743,7.091922108,6.5871781,5.838476033,5.40932984,5.043542201,5.124801704,4.956674948,5.130813555,5.013778521,4.580900588
Caribbean small states,CSS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,4.715917419,5.253023379,5.585873911,5.815708635,,5.737723189,5.78891014,5.954085474,6.30801811,6.711486773,6.554926607,6.652047271,6.329384143,5.756106181,5.210653081,5.119624086,4.673837066,4.506739611,4.339175217,4.131133275,3.830928591,3.577222843,3.79394125,3.442268651,3.510103623,3.698673312,3.526383315,3.532015335,3.541703107,3.628738782,3.630579477,3.752447588,3.679661169,4.081992592,
Cuba,CUB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,12.12135728,12.1190412,12.11891375,12.12324247,12.13259545,12.11299192,12.10746511,12.11827635,12.14488293,12.17936285,12.01497227,12.07983093,12.17233028,12.27791869,12.35176141,11.19302154,12.40412282,12.63482772,12.80586019,12.72097417,13.04054905,12.7759468,12.42661938,9.571153019,7.899807702,6.883297723,7.133444055,7.18681151,6.11742204,6.12417967,6.601255014,6.379567205,5.945728703,5.745211859,5.47443918,4.36365212,3.405014523,3.908101679,3.817038695,3.930412371,3.614289268,3.604870271,3.850097756,3.924923524,3.937710772,3.835515821,3.938929627,3.800683524,
Curacao,CUW,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.547435712,0.854068446,0.617357971,0.588146487,0.559760349,0.588865493,0.557540406,0.63715195,0.643381307,0.458352592,0.441001801,0.402984054,0.249933002,0.366553886,0.237251065,0.410771489,0.379413077,0.379562948,
Cayman Islands,CYM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.232388706,0.249989058,0.262351745,0.314238563,0.312853255,0.329023791,0.33063349,0.340975325,0.357975839,0.378695339,0.39665813,0.397277756,
Cyprus,CYP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,15.7198437,15.90295915,13.21200322,10.91807019,10.241347,9.588316752,9.25799218,9.269194977,7.900060927,8.942722755,7.488869054,7.327126823,7.431750415,7.174707202,6.929860066,6.859176782,6.191348558,5.723677562,5.612727121,5.067521817,4.776174997,4.578231719,3.920372033,4.33454234,3.898963784,3.647293341,3.860771191,3.788233432,3.352902114,3.083331649,2.738507021,2.275997155,2.023518152,2.093687422,1.98901868,2.10430213,2.186814847,1.978324984,2.011687667,1.82549895,1.847005695,1.925181988,1.749129242,1.719176975
Czech Republic,CZE,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.17842693,4.195483126,3.962502372,3.620881,3.31623888,3.396914539,3.121587109,3.115248301,3.006024587,2.562980023,2.362703718,2.305021741,2.212052873,2.072849051,1.963794332,1.935008351,1.642297277,1.519509073,2.147676297,2.349706102,2.403634049,2.473927213,2.227911979,2.064937217,2.057568977,1.966112802
Germany,DEU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.063045955,0.965186513,0.916244889,0.927831109,0.946610634,0.992514224,0.982974851,0.931558841,0.912885979,0.953186423,1.039337569,0.855885828,0.783034846,0.908033929,0.686612832,0.705776664,0.74274937,0.804726475,0.660412636,0.647271769,0.73866495,0.702906905,0.87890625,0.873990587,0.652735777,0.666318538,0.777215669,0.681984643
Djibouti,DJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.842562428,1.868208361,1.776889864,1.942531155,2.190564449,2.287633287
Dominica,DMA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,24.6805674,25.83520148,22.56619309,21.46028985,20.87536478,19.62077962,18.76183419,18.27027164,18.37940779,20.11747454,19.75718352,18.87135356,15.49083939,16.34097432,15.68155761,14.82240968,14.15930472,14.40474084,12.16664971,12.97258064,12.54502667,12.06631862,12.13700083,11.90473652,11.29560525,10.84025935,11.03809658,11.19780004,11.48823571,10.5010898,10.44709096,11.56521208,12.55133753,11.46634924,12.5011067,12.01902918,13.88178704,13.3693311,14.05274374,16.28385405,14.43693625,12.67015205
Denmark,DNK,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,4.604334586,4.55788319,4.785831206,5.276244267,5.15634977,4.414290309,4.297087667,4.66357991,4.709023463,3.973380656,4.074480055,4.329511733,4.652489075,4.031270423,4.653382412,4.219365367,3.877308952,3.451513146,3.16196042,3.501210567,3.287367875,3.029721984,2.791784298,2.692130741,2.60094893,2.851901647,2.792696277,2.637124679,2.144602515,1.940990842,2.151853226,2.339509415,1.781116432,1.610785803,1.622526497,1.145643591,1.165189899,1.174415576,0.857790957,0.833588856,1.20190857,1.31213399,1.65472753,1.302127587,1.382462598,0.957580208,0.996361127,1.426822932,1.02237606
Dominican Republic,DOM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,23.24062606,21.91279602,20.33243139,20.32249096,21.30028444,23.23796701,22.23822382,20.57965181,22.22790856,22.15196363,21.4714381,19.04846261,20.06714482,18.7204292,18.67316505,19.7595137,17.85407271,17.06703559,16.10524152,16.51716491,13.10040823,17.36714528,11.8686287,15.7470973,13.82777652,13.42282387,12.50573116,12.01283711,10.78149619,9.994485201,9.81477761,9.193402464,9.144299035,8.991809962,7.821030714,6.718342047,6.997518613,6.805119218,6.693849844,7.020472993,7.211935284,6.85871932,6.511573911,6.335822168,6.137352516,6.057457826,5.636860249,5.401093851,5.304865946,5.236957034,5.602784823,5.784516602,5.667499848,5.494006947
Algeria,DZA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.10803117,8.395752015,9.748970233,9.224428643,9.810900531,9.440380291,7.691102933,7.543254208,7.57092488,6.586558586,9.342873558,8.466785564,8.110236706,8.770686355,9.851117128,10.28639719,11.57870748,12.21279137,12.27216437,
East Asia & Pacific (excluding high income),EAP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,24.67554886,35.80297654,38.43204411,38.88741453,37.0696343,36.64947293,36.41178196,38.53120129,40.17934663,36.6527233,34.09643586,32.85812148,31.81691961,32.43526501,32.98715226,31.60146136,31.86417795,28.75777806,27.5185184,30.05313767,28.92266007,30.24569628,31.33050876,30.52914295,29.63605799,26.88983515,25.8451392,25.54855504,24.83069844,24.1132946,25.23062798,23.02979347,20.81832056,18.85259306,18.94052241,19.01026347,18.68545209,17.4095425,16.9570614,16.09384402,14.82474145,14.23863108,13.74386716,12.8962246,13.24312513,12.00883696,11.1890142,10.99114168,11.05771391,10.63522355,10.28190172,10.21780032,10.04846897,9.836405172,9.546166935,9.239949704,8.952254327,8.440645974,8.056061523
Early-demographic dividend,EAR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,28.36811712,28.16206071,28.49675211,24.72515349,24.36398044,23.7246632,22.9436371,22.48226468,23.19340856,22.36784684,21.17359026,20.02648866,20.43394641,19.81208924,18.52596586,17.84486829,17.78828339,17.15475653,17.65781668,17.51538216,17.1282218,17.2390273,17.0165685,17.31764997,16.94686755,16.5083836,15.92329656,15.5122951,15.13530934,15.01721234,14.21648071,14.23499811,13.61880158,13.57127244,12.82843315,12.1644989,11.94442634,11.75605309,11.53011282,10.73174285,10.3142292,9.901492604,9.914854913,9.788125168,10.0764879,10.06116091,9.867878129,9.619750694,9.661563938,9.668558361,9.740871085,9.693741261,9.405166849,9.204102497
East Asia & Pacific,EAS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.3066371,10.20626774,10.05022319,9.342553896,9.125498505,8.719068474,7.985838608,7.669260275,7.42940909,6.922680535,7.069360982,6.413570302,6.008830027,5.866686743,5.889349933,5.713527189,5.546776709,5.515841256,5.445814602,5.341113687,5.171116954,5.046275589,4.948481057,4.709385528,
Europe & Central Asia (excluding high income),ECA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71511099,17.8326733,16.25790408,12.92103397,12.66996931,11.8724507,11.74888237,11.7439265,10.90676366,9.461648036,9.66878081,8.954559974,8.782354959,8.639680614,8.311411491,7.834970611,6.957331637,6.236574853,5.764508806,5.732109735,6.028163248,5.755994513,5.696249235,5.363344088,5.189656828,5.437780518,5.818590073,5.570164504,5.301458907,4.917547698
Europe & Central Asia,ECS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.399645144,3.851551362,3.69918633,3.603492372,3.733010913,3.682381687,3.471866462,3.178482602,3.079680477,2.922580386,2.877784745,2.73553089,2.62390716,2.556187373,2.240629321,2.069075271,2.028978772,1.978945795,1.92142358,1.975932709,2.003207279,1.964339956,1.990783458,2.010354017,2.022624415,1.966599116,1.96808977,1.869925659
Ecuador,ECU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,33.65485953,34.03539833,35.25290294,34.19574995,31.83585662,31.31307882,28.03374593,28.40553806,29.28189425,26.25217999,26.02927792,25.25878165,25.83565188,25.37549905,24.09384278,22.35518223,20.11773009,18.70307224,18.20012391,16.02256886,16.11089455,15.76643949,15.92606537,16.90084513,18.61334038,18.87894981,20.81149147,21.34757163,22.01080362,22.40069086,20.52100539,20.86307683,18.922117,23.40315896,22.14594596,21.91216882,20.7500581,20.10877373,17.47594546,17.57135182,15.40454427,12.65726659,11.23092289,10.84329972,9.691921337,9.481169299,9.408136106,9.355655707,8.965682892,9.913941346,9.733118078,9.601116667,8.642412749,8.769342903,9.126508259,9.454851422,9.519016728,9.329258912,9.243899
"Egypt, Arab Rep.",EGY,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,27.64882578,27.15307948,24.62782577,24.42186213,23.1990232,25.69410726,24.88447225,24.15575193,25.38007089,25.54367995,24.10982009,22.93154013,23.74968725,26.5749312,28.80749229,27.66554856,26.01497479,24.81881631,23.39454237,20.05644264,16.58186085,21.62056567,18.04862843,19.04511278,18.10759494,17.10455764,17.39002268,19.63300893,18.04545503,18.69480494,18.5125262,16.9866672,15.58590942,15.73904639,15.71428571,15.71078431,16.11508282,15.75103422,15.88448156,15.90864759,15.53807704,15.35126847,15.40485616,15.28670659,14.26993612,13.9818013,13.23720253,13.42012621,12.63024009,12.99794665,13.34075916,13.8691051,11.27276527,11.2743496,11.33770892,11.39408323,11.76931597,11.4852853,11.22500113
Euro area,EMU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.380299115,2.261521641,2.09014032,2.124376738,2.561863163,2.555541112,2.470180766,2.362064322,2.224369699,2.157852392,2.136526085,1.993549443,1.907421445,1.865007138,1.64590808,1.533877737,1.561243308,1.500037242,1.370491334,1.475320753,1.518192351,1.536197788,1.602812994,1.586910046,1.563896795,1.512339517,1.585278812,1.543522863
Eritrea,ERI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.3517172,19.43513447,21.91316561,18.81166707,16.22737377,15.11534275,23.36708701,22.72233597,12.59042177,15.1638444,13.60181006,11.82992122,10.6422743,22.60000021,24.5999999,24.26598059,16.77630738,14.12422744,,,,,,,,,
Spain,ESP,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.890172139,4.392694962,4.299979346,4.155100155,3.81446907,3.738491296,3.650032593,3.455413673,3.381698429,3.073761928,2.712112843,2.356013151,2.440398702,2.289950503,2.182378606,2.336218181,2.27857656,2.309930132,2.510400285,2.433948083,2.602655469,2.690162084,2.686657767,2.617426224
Estonia,EST,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.059539893,4.738721609,4.515445011,5.320968914,3.946247186,4.323051086,4.229219637,3.766387716,3.603530508,3.447412697,3.100396335,2.719242036,3.032533865,2.444285196,2.121716961,2.793151738,3.403386508,3.193581486,2.989626547,3.016123517,2.677750166,2.086267439,2.32461537,2.230111037
Ethiopia,ETH,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,54.73913635,53.25650967,54.37709178,47.89825837,52.57844809,50.98636635,49.12476973,48.59305386,48.39091425,49.49124803,58.66606232,63.83133629,59.94529819,52.69945117,51.92470392,51.16536843,54.02898929,49.06190786,45.48546315,44.66601795,42.34057112,38.69237169,37.28505541,38.67975495,41.17449856,42.52417012,42.26501219,45.18455837,45.88269426,41.44682007,41.24996386,44.33094275,41.23950553,38.52044969,36.05697539,34.60883925,33.66027364,31.08666933
European Union,EUU,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.461470244,2.349358127,2.262593229,2.287669624,2.695760706,2.639209852,2.553209175,2.377606949,2.215546127,2.123366132,2.129414274,1.962789565,1.892555985,1.890674071,1.611418808,1.512847793,1.519481644,1.47577435,1.349937877,1.443298505,1.504722953,1.501251127,1.563140076,1.535960348,1.482080344,1.443652352,1.48352205,1.435761223
Fragile and conflict affected situations,FCS,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.4647121,25.49432355,24.15459449,21.64135271,22.92153479,20.78981384,22.66465488,23.52902676,21.4207647,20.25072658,17.93698352,17.65926159,16.95374096,16.31339053,14.96230809,17.1883774,16.80503243,16.13451599,16.83338563,16.50997559,16.11103643,15.89598185,15.22185268,14.84689051,14.40781094
Finland,FIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,9.79188982,9.297918306,8.654791979,8.247302934,8.125616861,8.574312689,7.657373865,7.765403563,7.560159029,7.237653744,6.873123445,6.552438636,5.278150876,5.193214686,5.218261588,5.393912757,4.821646236,4.274501485,4.370947427,4.185395734,3.79682617,3.449931413,3.425201828,2.901596584,2.886001749,2.95755939,2.767988812,2.67585593,2.538777718,2.383942149,2.282418926,2.004472407,2.353363632,2.167145903,2.225057864,2.388027793,2.361468794,2.358941504,2.56813778,2.401277047,2.221936443,2.380214094,2.340588966,2.451571763
Fiji,FJI,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,37.84046693,33.00359712,30.30821918,29.0726817,26.52905199,26.40603567,24.35655995,25.13034411,21.56677678,22.04362801,22.37658221,23.33333333,23.47083509,23.57659515,21.40585733,20.09399032,19.71368223,20.28057128,17.96061352,18.57971796,16.62659634,13.90065083,16.38412457,18.95847301,20.89578215,17.63164525,19.64294163,17.95793434,18.25670421,17.58285627,17.01900456,17.92298309,17.1749612,17.30254351,14.78945453,14.3390953,16.35688704,14.93529897,12.95294028,13.2429248,12.43069492,12.26192516,11.96895703,12.26723952,11.78960718,10.69749506,10.0884444,9.381897376,9.217167443,9.675899672,10.11352173,8.098522803,7.871624014,10.67183142,10.38326455,10.38326455
France,FRA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,10.51858611,9.008349043,9.791502143,8.791732727,7.950280902,7.778529066,7.594799272,7.571496163,7.35397847,6.767262377,6.627790418,6.066679982,6.776281736,6.775119084,5.412027683,4.813122149,4.559227033,4.31574247,4.170503277,4.133497401,3.60736658,3.5316725,4.0526358,3.595475564,3.358980524,3.337649088,3.234609549,3.088145442,2.849391763,3.124996866,3.136835031,2.614350946,2.592788751,2.295732756,2.400694316,2.444772231,2.404281518,2.344255815,2.362459834,2.236261411,2.098357551,2.107008191,2.010858852,1.850164289,1.822690944,1.680101704,1.518490643,1.612992953,1.515223,1.323161997,1.604028289,1.650287193,1.631795037,1.458632177,1.55635616,1.605644387,1.437114867,1.551765681,1.622122401
Faroe Islands,FRO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.92637095,16.29623943,18.1569599,18.13813248,15.58123671,12.05128987,12.05410108,11.64900496,14.05292727,12.7225912,9.739772755,10.0998306,14.70157774,14.43944243,12.48942131,15.19963672,15.09956374,15.86518313,20.97046833,19.2805217,
"Micronesia, Fed. Sts.",FSM,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,42.15962441,,,,,,,,,,,,24.06714704,23.55225622,23.22693587,25.51931242,23.83852117,24.26655999,23.34353529,23.4795072,23.18631884,21.9720363,22.43963008,22.35469307,25.00490161,26.22819918,25.06062328,24.78095461,26.35128716,28.06367548,26.30949948,24.76460647,26.06011745,27.07944574,,
Gabon,GAB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,32.18653896,35.211844,35.88546586,44.08357341,30.18042888,26.30630631,25.16556708,24.10181138,18.38133926,18.6215506,18.54749306,13.7963844,13.0875576,11.60769708,8.205542104,6.401386246,5.006257822,5.462184874,6.509643917,7.446478436,6.757355674,6.117198666,6.1233081,6.500037143,6.104613803,6.751082972,9.244930856,10.9925986,10.07617545,8.685885436,7.324447735,7.623666432,8.25138827,8.48423088,9.086015128,8.031674208,7.09283164,7.217522756,7.020793951,7.293625914,6.213624522,6.143932582,5.743861639,6.004020935,5.467291043,4.984638611,4.911200315,4.957830803,4.229842032,5.044169793,3.914454417,3.43228978,3.353697777,3.329080651,3.62120477,4.311629044,4.97313691,5.265764844,
United Kingdom,GBR,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.329061921,1.30377955,1.293047994,1.304540124,1.348596584,1.295514898,1.127367638,0.996361253,0.902709541,0.843226741,0.777717905,0.744880441,0.724709964,0.76047632,0.771372902,0.575624319,0.562111246,0.566806925,0.630524447,0.550802003,0.659478691,0.608982661,0.603924536,0.655975228,0.640895301,0.589554282,0.581257197,0.593034154,0.568204355
Georgia,GEO,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,23.00884956,23.57723577,21.53846154,21.96969697,24.28571429,24.28571429,24.81751825,22.53521127,22.60273973,21.52777778,30,26.5625,52.3458445,,,,33.1506566,27.5072451,26.24201031,24.72038951,20.60069502,20.96194186,19.24062177,19.30033512,16.39506123,14.76981327,11.19877592,9.195706669,8.131104226,8.101346054,7.278976826,7.619978722,7.388610976,8.175868709,7.98614089,7.896559977,7.727346195,6.884898511,6.66134337
Ghana,GHA,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,40.85155351,35.37634409,37.89260385,35.90909091,35.35598706,43.51978172,43.28063241,40.22606383,41.76470588,45.92703648,46.52501107,44.16,46.64298401,48.986004,51.13733906,47.66231308,50.56696292,56.20352952,60.71190317,59.96740132,57.92028377,53.08429488,57.34115279,59.73059912,49.24286945,44.89255148,47.77538996,50.60053619,49.61301223,48.96748127,44.84761747,45.51047588,44.77905722,36.93086439,37.79058598,38.7785905,38.95508303,35.78159763,36.01410731,35.77634379,35.27152196,35.24180012,35.14837706,36.5454059,37.95242609,37.45301293,28.94894567,27.29411448,29.40809676,30.99338421,28.03873796,23.66370497,22.13115469,20.45249593,19.99969978,20.24717548,20.97689133,19.69615515,
Gibraltar,GIB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,23.78706036,26.20016421,23.27276026,23.57007188,24.68894706,18.26091127,16.55593554,17.39453488,20.1684387,18.51874687,17.39940732,20.11736419,21.16409858,21.49546542,20.98183124,21.74068348,21.63161471,20.7799679,23.31419591,22.28106496,15.58456342,16.81970923,15.98000719,16.36061888,17.48494873,16.06974963,16.83167319,17.54527212,17.52381638,18.47824205,17.58994666,17.83395999,17.80589524
"Gambia, The",GMB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,32.23559215,32.26371062,32.24489796,32.19978746,30.24323084,30.34934498,32.26351351,32.2265625,32.2147651,32.05282113,32.63915393,30.99635844,27.94363839,26.69293006,27.0185652,30.62806482,35.44931476,32.28870165,28.00503461,26.37806474,28.81144991,30.56124423,27.40434333,25.91604085,24.34255391,18.15887114,17.32568859,17.2064317,19.23072745,21.3587382,17.94588617,20.58034174,19.20353899,24.01224521,24.53228447,25.42563238,24.12493214,26.74829049,26.84870261,27.06588417,21.81601197,20.46143677,25.19887557,26.21874651,28.95268547,18.88546609,20.34344627,25.32903085,22.30140784,23.55410333,24.95699205,23.04329109,
Guinea-Bissau,GNB,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,47.45551783,44.8506531,45.78122419,42.88252786,41.37979266,47.77200237,48.08970414,46.1544005,51.61292975,51.58866284,42.19533459,49.27083099,46.75967662,42.44116188,41.31734359,46.48738223,45.2492157,53.5091086,53.98621966,48.65899049,56.9360486,51.27630026,47.83461913,52.8446109,52.260198,51.7975866,54.24518424,53.64573033,61.41625616,55.04083027,41.72867143,37.507955,41.8319889,42.34587922,41.99168143,44.35828842,42.26040256,43.17569289,46.66771695,43.99991803,45.0880468,45.02245856,46.89249801,44.13561101,41.13234659,46.78812527,46.34835901,49.15780779,47.46060772
Equatorial Guinea,GNQ,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.518255278,1.372884044,0.89269612,1.058199791,1.061371286,1.053502388,1.055657092,1.19199068,1.294248772,1.888390876,2.332239209,2.320427701,2.336991975
Greece,GRC,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.375806343,6.584926374,6.241635975,5.965048726,5.783494771,5.435248174,5.202702048,4.987113412,4.999783586,4.275407422,4.284223327,3.201238455,3.037347546,2.807249826,2.804954284,2.88403082,2.950715445,3.237727235,3.207292913,3.397811946,3.796795286,3.577259308,3.702890395,3.719235201
Grenada,GRD,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,17.71684654,16.04286616,17.33926302,16.47868171,17.13229008,14.27336916,13.43497624,12.99707562,11.0659741,11.08749004,12.29947805,11.68847685,10.26973636,8.884794805,8.918703281,7.784764206,7.432770798,7.116571518,7.176464374,6.000852562,5.586352289,5.225801591,5.372240727,5.164160494,5.365900766,6.290519557,5.869748871,5.014335256,2.964868492,3.890554944,3.557082328,3.767331964,4.626424528,4.513190387,4.447792516,4.832211185,4.835402519,6.101632519,7.428340961,6.20638547,5.323340155,4.915249782
Greenland,GRL,"Agriculture, forestry, and fishing, value added (% of GDP)",NV.AGR.TOTL.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.87974992,16.44884464,16.94747185,16.24691977,14.32968899,14.73231455,11.58315392,13.39678932,14.57802818,16.19422485,15.02702344,17.33433641,17.03957464,18.58025807,19.55261963,
